locMergedLongLatCarr.TICKET_FARE,locMergedLongLatCarr.Carrier_Frequency_Normalized,locMergedLongLatCarr.Destin_Normalized,locMergedLongLatCarr.Origin_Normalized,locMergedLongLatCarr.Base_Fare_Normalized,locMergedLongLatCarr.Month_Standardization,locMergedLongLatCarr.DAYS_Standardized,locMergedLongLatCarr.Seats_Normalized,locMergedLongLatCarr.DATE_OF_TRAVEL,locMergedLongLatCarr.DATE_OF_PRICEFALL,locMergedLongLatCarr.Carrier_Name,locMergedLongLatCarr.Origin_Loc_Name,locMergedLongLatCarr.Dest_Loc_Name,locMergedLongLatCarr.Origin_Lat,locMergedLongLatCarr.Origin_Long,locMergedLongLatCarr.Destination_Lat,locMergedLongLatCarr.Destination_Long,locMergedLongLatCarr.MONTH_OF_TRAVEL,DAY_OF_TRAVEL,locMergedLongLatCarr.MONTH_OF_PRICEFALL,DAY_OF_PRICEFALL
197.7387034,2.572159985,-0.654570329,-0.292264733,1.358405896,-0.499862,0.382549667,-0.284979794,1/27/2015,12/14/2014,Delta Airlines,Las Vegas NV,Detroit MI,36.08,-115.1522222,42.21666667,-83.34444444,1,27,12,14
141.5584548,0.035414231,-0.725505262,-0.961292193,0.476970926,0.000138,0.215883,0.136072837,2/22/2015,12/24/2014,American Airlines,Los Angeles CA,Dallas/Fort Worth TX,33.9425,-118.4080556,32.89444444,-97.02972222,2,22,12,24
152.9225892,-0.445361782,-0.465410506,1.336671691,0.147760588,0.000138,0.015883,0.379180607,2/16/2015,2/11/2015,US Air,Kansas City MO,Phoenix AZ,39.2975,-94.71388889,33.43611111,-112.0094444,2,16,2,11
143.7464419,0.790489189,-0.843730151,0.260410125,0.274462598,0.500138,-0.217450333,0.451862311,3/9/2015,10/15/2014,United Airlines,Pittsburgh PA,Houston TX,40.49666667,-80.23583333,29.98333333,-95.34,3,9,10,15
321.458257,0.790489189,-0.630925351,-0.175912131,2.75815203,0.500138,-0.250783667,-0.457912125,3/8/2015,2/4/2015,United Airlines,San Francisco CA,Newark NJ,37.61888889,-122.375,40.69583333,-74.17166667,3,8,2,4
90.13274822,2.572159985,-0.630925351,-1.019468494,-0.363701876,0.500138,0.482549667,0.131060306,3/30/2015,3/22/2015,Delta Airlines,Atlanta GA,Newark NJ,33.64083333,-84.42722222,40.69583333,-74.17166667,3,30,3,22
61.91704679,2.572159985,-0.867375129,0.085881223,-0.859280764,-0.499776,-0.022193867,-0.001771774,4/15/2015,3/26/2015,Delta Airlines,Las Vegas NV,Los Angeles CA,36.08,-115.1522222,33.9425,-118.4080556,4,15,3,26
67.15343461,2.572159985,-0.654570329,-1.019468494,-0.622732374,-0.499862,0.515883,0.078428727,1/31/2015,11/29/2014,Delta Airlines,Atlanta GA,Detroit MI,33.64083333,-84.42722222,42.21666667,-83.34444444,1,31,11,29
146.7023697,0.035414231,-0.654570329,-0.786763291,0.050169012,0.000138,-0.450783667,0.26138612,2/2/2015,11/4/2014,American Airlines,Dallas/Fort Worth TX,Detroit MI,32.89444444,-97.02972222,42.21666667,-83.34444444,2,2,11,4
259.79162,1.4575735,-0.323540639,-1.077644795,2.101404286,-0.499776,-0.0555272,0.188704416,4/14/2015,2/3/2015,Southwest Airlines,Philadelphia PA,Las Vegas NV,39.86805556,-75.24861111,36.08,-115.1522222,4,14,2,3
80.19062567,1.4575735,-0.323540639,-0.612234388,-0.858025853,0.000138,-0.084117,-0.056909619,2/13/2015,1/22/2015,Southwest Airlines,Ontario CA,Las Vegas NV,34.05611111,-117.6011111,36.08,-115.1522222,2,13,1,22
178.2157127,0.790489189,-0.867375129,-0.815851441,0.481845117,-0.499776,0.0444728,-0.482974782,4/17/2015,1/24/2015,United Airlines,Dallas/Fort Worth TX,Los Angeles CA,32.89444444,-97.02972222,33.9425,-118.4080556,4,17,1,24
149.191902,-0.504041969,-0.559990417,-0.466793636,0.089228306,-0.499862,0.515883,-0.187235434,1/31/2015,11/14/2014,Alaska Airlines,Phoenix AZ,Portland OR,33.43611111,-112.0094444,45.58916667,-122.595,1,31,11,14
156.5046774,1.4575735,-0.181670772,0.493115329,0.665086242,-0.499776,-0.222193867,-0.187235434,4/9/2015,3/29/2015,Southwest Airlines,Baltimore MD,Austin TX,39.17555556,-76.67138889,30.19444444,-97.67,4,9,3,29
99.91409009,2.572159985,-0.394475573,-1.019468494,-0.142570803,-0.499862,0.515883,0.33657409,1/31/2015,11/11/2014,Delta Airlines,Atlanta GA,San Antonio TX,33.64083333,-84.42722222,29.53333333,-98.46944444,1,31,11,11
122.1139943,0.035414231,-0.678215307,1.22031909,-0.064937749,0.000138,0.115883,-0.320067514,2/19/2015,12/7/2014,American Airlines,Miami FL,Washington DC,25.7925,-80.28611111,38.85166667,-77.03694444,2,19,12,7
93.12946524,2.572159985,-0.867375129,-0.292264733,-0.858025853,0.000138,0.115883,0.324042762,2/19/2015,12/28/2014,Delta Airlines,Las Vegas NV,Los Angeles CA,36.08,-115.1522222,33.9425,-118.4080556,2,19,12,28
113.4946123,0.035414231,-0.276250684,0.958525736,-0.470841118,0.000138,-0.350783667,-0.322573779,2/5/2015,1/8/2015,American Airlines,Charlotte NC,Providence RI,35.21916667,-80.93583333,41.72833333,-71.42611111,2,5,1,8
99.96565105,0.790489189,-0.181670772,0.056793072,-0.310930811,0.500138,0.482549667,-0.24738581,3/30/2015,11/10/2014,United Airlines,Denver CO,Austin TX,39.77444444,-104.8797222,30.19444444,-97.67,3,30,11,10
78.03415241,1.4575735,-0.299895661,1.511200594,-0.858025853,0.000138,-0.417450333,0.288955043,2/3/2015,11/10/2014,Southwest Airlines,Louisville KY,Chicago IL,38.17972222,-85.73861111,41.785,-87.75194444,2,3,11,10
76.21750294,-0.530215066,-0.512700462,0.522203479,-0.859280764,-0.499776,0.011139467,-0.397761749,4/16/2015,2/12/2015,JetBlue Airlines,San Francisco CA,Burbank CA,37.61888889,-122.375,34.2,-118.3577778,4,16,2,12
214.927774,0.790489189,-0.441765528,-0.990380344,1.096418764,-0.499776,0.0444728,0.386699404,4/17/2015,4/17/2015,United Airlines,Los Angeles CA,St. Louis MO,33.9425,-118.4080556,38.74722222,-90.36444444,4,17,4,17
112.942883,1.4575735,-0.465410506,0.60946793,0.092703082,-0.499776,-0.422193867,-0.480468516,4/3/2015,2/22/2015,Southwest Airlines,Portland OR,Phoenix AZ,45.58916667,-122.595,33.43611111,-112.0094444,4,3,2,22
84.50357219,1.4575735,-0.323540639,-0.961292193,-0.858025853,0.000138,-0.384117,-0.207285559,2/4/2015,11/9/2014,Southwest Airlines,Los Angeles CA,Las Vegas NV,33.9425,-118.4080556,36.08,-115.1522222,2,4,11,9
72.31748753,2.572159985,-0.914665085,2.238404355,-0.695787738,-0.499776,-0.1555272,0.359130481,4/11/2015,4/2/2015,Delta Airlines,Shreveport LA,Atlanta GA,32.44694444,-93.82555556,33.64083333,-84.42722222,4,11,4,2
76.21750294,1.4575735,-0.512700462,-0.408617335,-0.859280764,-0.499776,-0.1555272,-0.412799343,4/11/2015,1/17/2015,Southwest Airlines,Oakland CA,Burbank CA,37.72138889,-122.2208333,34.2,-118.3577778,4,11,1,17
119.995892,0.790489189,-0.725505262,0.114969373,-0.267338492,0.500138,0.082549667,-0.21229809,3/18/2015,10/17/2014,United Airlines,Chicago IL,Dallas/Fort Worth TX,41.97805556,-87.90611111,32.89444444,-97.02972222,3,18,10,17
142.9319912,1.4575735,-0.891020107,1.714817647,0.430853315,0.500138,-0.417450333,0.263892386,3/3/2015,10/15/2014,Southwest Airlines,Dallas TX,Baltimore MD,32.84694444,-96.85333333,39.17555556,-76.67138889,3,3,10,15
56.46941979,1.4575735,-0.299895661,-0.699498839,-0.858025853,0.500138,-0.450783667,0.281436246,3/2/2015,2/12/2015,Southwest Airlines,Detroit MI,Chicago IL,42.21666667,-83.34444444,41.785,-87.75194444,3,2,2,12
142.5520148,0.035414231,-0.465410506,-0.815851441,0.255722741,0.500138,-0.184117,0.05336607,3/10/2015,1/3/2015,American Airlines,Seattle WA,Phoenix AZ,47.44722222,-122.3055556,33.43611111,-112.0094444,3,10,1,3
231.8618773,0.790489189,-0.559990417,-0.932204043,1.487772845,0.500138,-0.150783667,0.243842261,3/11/2015,12/8/2014,United Airlines,Houston TX,Portland OR,29.98333333,-95.34,45.58916667,-122.595,3,11,12,8
83.48541294,2.572159985,-0.630925351,-0.699498839,-0.806332584,-0.499862,0.149216333,0.374168075,1/20/2015,1/1/2015,Delta Airlines,Detroit MI,Newark NJ,42.21666667,-83.34444444,40.69583333,-74.17166667,1,20,1,1
83.36773101,2.572159985,-0.914665085,-1.048556645,-0.859280764,-0.499776,0.211139467,-0.375205358,4/22/2015,3/15/2015,Delta Airlines,Tampa FL,Atlanta GA,27.97305556,-82.53527778,33.64083333,-84.42722222,4,22,3,15
101.8234916,2.572159985,-0.914665085,-0.990380344,-0.653954119,0.500138,-0.284117,-0.009290571,3/7/2015,1/30/2015,Delta Airlines,Baltimore MD,Atlanta GA,39.17555556,-76.67138889,33.64083333,-84.42722222,3,7,1,30
58.62589305,2.572159985,-0.465410506,-0.146823981,-0.858025853,0.500138,0.182549667,-0.297511123,3/21/2015,12/13/2014,Delta Airlines,San Diego CA,Phoenix AZ,32.73277778,-117.1872222,33.43611111,-112.0094444,3,21,12,13
58.62589305,0.035414231,-0.725505262,-0.117735831,-0.858025853,-0.499862,0.382549667,-0.089491073,1/27/2015,1/2/2015,American Airlines,Austin TX,Dallas/Fort Worth TX,30.19444444,-97.67,32.89444444,-97.02972222,1,27,1,2
172.418458,0.790489189,-0.181670772,-0.961292193,0.487473065,0.000138,-0.084117,-0.222323153,2/13/2015,11/14/2014,United Airlines,Los Angeles CA,Austin TX,33.9425,-118.4080556,30.19444444,-97.67,2,13,11,14
272.528289,0.790489189,-0.630925351,0.085881223,2.189222114,-0.499776,0.0444728,0.116022712,4/17/2015,3/7/2015,United Airlines,Las Vegas NV,Newark NJ,36.08,-115.1522222,40.69583333,-74.17166667,4,17,3,7
148.8521982,2.572159985,-0.914665085,1.685729497,0.557571665,0.500138,-0.250783667,-0.227335684,3/8/2015,12/27/2014,Delta Airlines,El Paso TX,Atlanta GA,31.80666667,-106.3772222,33.64083333,-84.42722222,3,8,12,27
315.7076986,0.790489189,-0.867375129,-1.048556645,2.837098129,0.500138,-0.317450333,0.344092887,3/6/2015,1/2/2015,United Airlines,Boston MA,Los Angeles CA,42.36361111,-71.00611111,33.9425,-118.4080556,3,6,1,2
149.1469183,0.790489189,-0.843730151,-0.466793636,0.088522536,-0.499862,0.515883,-0.029340697,1/31/2015,1/12/2015,United Airlines,Phoenix AZ,Houston TX,33.43611111,-112.0094444,29.98333333,-95.34,1,31,1,12
307.0818055,2.572159985,-0.938310063,-0.961292193,2.837098129,0.000138,0.349216333,-0.189741699,2/26/2015,1/30/2015,Delta Airlines,Los Angeles CA,Boston MA,33.9425,-118.4080556,42.36361111,-71.00611111,2,26,1,30
80.27724869,0.790489189,-0.323540639,0.056793072,-0.585996439,0.500138,-0.217450333,-0.385230421,3/9/2015,12/4/2014,United Airlines,Denver CO,Las Vegas NV,39.77444444,-104.8797222,36.08,-115.1522222,3,9,12,4
282.0619265,0.790489189,-0.323540639,0.405850877,2.189222114,-0.499776,-0.488860533,0.033315945,4/1/2015,1/20/2015,United Airlines,Newark NJ,Las Vegas NV,40.69583333,-74.17166667,36.08,-115.1522222,4,1,1,20
110.4762381,2.572159985,-0.914665085,1.627553196,-0.281361074,0.500138,-0.184117,-0.385230421,3/10/2015,1/4/2015,Delta Airlines,Syracuse NY,Atlanta GA,43.11055556,-76.1025,33.64083333,-84.42722222,3,10,1,4
147.231391,0.035414231,-0.725505262,-0.990380344,0.481845117,-0.499776,-0.388860533,0.276423714,4/4/2015,3/2/2015,American Airlines,Los Angeles CA,Dallas/Fort Worth TX,33.9425,-118.4080556,32.89444444,-97.02972222,4,4,3,2
292.4094064,2.572159985,-0.938310063,-0.379529185,2.314415847,-0.499776,-0.122193867,-0.081972276,4/12/2015,2/27/2015,Delta Airlines,Phoenix AZ,Boston MA,33.43611111,-112.0094444,42.36361111,-71.00611111,4,12,2,27
69.40825936,2.572159985,-0.914665085,-0.321352884,-0.858025853,0.000138,0.349216333,0.46940617,2/26/2015,1/2/2015,Delta Airlines,Jacksonville FL,Atlanta GA,30.48472222,-81.68777778,33.64083333,-84.42722222,2,26,1,2
115.8362039,1.4575735,-0.276250684,-0.263176583,-0.197266371,0.500138,-0.484117,0.321536496,3/1/2015,1/16/2015,Southwest Airlines,Chicago IL,Providence RI,41.785,-87.75194444,41.72833333,-71.42611111,3,1,1,16
52.38340936,0.790489189,-0.820085173,-0.175912131,-0.859280764,-0.499776,-0.3555272,-0.307536185,4/5/2015,3/6/2015,United Airlines,Fort Lauderdale FL,Orlando FL,26.07416667,-80.15166667,28.43166667,-81.32472222,4,5,3,6
90.97299198,2.572159985,-0.938310063,-0.844939592,-0.858025853,-0.499862,0.182549667,0.41176206,1/21/2015,10/24/2014,Delta Airlines,Philadelphia PA,Boston MA,39.86805556,-75.24861111,42.36361111,-71.00611111,1,21,10,24
101.833411,1.4575735,-0.820085173,0.725820532,-0.586130902,0.500138,0.415883,-0.232348216,3/28/2015,1/16/2015,Southwest Airlines,Nashville TN,Orlando FL,36.12666667,-86.68194444,28.43166667,-81.32472222,3,28,1,16
65.09531283,2.572159985,-0.914665085,3.983693381,-0.858025853,0.000138,0.082549667,0.233817198,2/18/2015,12/16/2014,Delta Airlines,Tallahassee FL,Atlanta GA,30.39972222,-84.35194444,33.64083333,-84.42722222,2,18,12,16
77.55165526,2.572159985,-0.914665085,3.111048868,-0.69642698,0.000138,0.415883,-0.177210371,2/28/2015,12/24/2014,Delta Airlines,Shreveport LA,Atlanta GA,32.44694444,-93.82555556,33.64083333,-84.42722222,2,28,12,24
268.0009873,0.790489189,-0.20531575,0.405850877,2.530188108,-0.499776,-0.422193867,-0.415305609,4/3/2015,3/23/2015,United Airlines,Newark NJ,San Diego CA,40.69583333,-74.17166667,32.73277778,-117.1872222,4,3,3,23
67.2517861,0.035414231,-0.725505262,1.88934655,-0.858025853,0.000138,0.115883,-0.437862,2/19/2015,11/28/2014,American Airlines,Tulsa OK,Dallas/Fort Worth TX,36.19777778,-95.88972222,32.89444444,-97.02972222,2,19,11,28
69.40825936,2.572159985,-0.914665085,0.783996833,-0.858025853,0.000138,-0.217450333,-0.430343203,2/9/2015,11/27/2014,Delta Airlines,Savannah GA,Atlanta GA,32.1275,-81.2025,33.64083333,-84.42722222,2,9,11,27
93.09529247,2.572159985,-0.914665085,1.22031909,-0.621725447,0.500138,-0.384117,0.010759554,3/4/2015,11/27/2014,Delta Airlines,Miami FL,Atlanta GA,25.7925,-80.28611111,33.64083333,-84.42722222,3,4,11,27
97.40597273,0.035414231,-0.347185617,-0.72858699,-0.554093416,0.500138,0.115883,-0.084478541,3/19/2015,3/3/2015,American Airlines,Washington DC,Jacksonville FL,38.85166667,-77.03694444,30.48472222,-81.68777778,3,19,3,3
229.5082672,2.572159985,-0.654570329,-0.175912131,1.924519205,0.500138,-0.417450333,-0.337611373,3/3/2015,2/23/2015,Delta Airlines,San Francisco CA,Detroit MI,37.61888889,-122.375,42.21666667,-83.34444444,3,3,2,23
101.8343188,2.572159985,-0.181670772,-1.019468494,-0.247778722,0.500138,0.215883,-0.360167764,3/22/2015,11/7/2014,Delta Airlines,Atlanta GA,Austin TX,33.64083333,-84.42722222,30.19444444,-97.67,3,22,11,7
102.5934298,1.4575735,-0.583635395,-0.612234388,-0.257322225,-0.499776,-0.088860533,-0.209791825,4/13/2015,3/26/2015,Southwest Airlines,Denver CO,Ontario CA,39.77444444,-104.8797222,34.05611111,-117.6011111,4,13,3,26
79.02172342,2.572159985,-0.370830595,-0.903115892,-0.470359715,0.500138,0.315883,0.063391133,3/25/2015,3/6/2015,Delta Airlines,Orlando FL,Memphis TN,28.43166667,-81.32472222,35.04972222,-89.97861111,3,25,3,6
78.03415241,1.4575735,-0.323540639,-0.612234388,-0.858025853,0.500138,0.315883,0.000734491,3/25/2015,12/24/2014,Southwest Airlines,Ontario CA,Las Vegas NV,34.05611111,-117.6011111,36.08,-115.1522222,3,25,12,24
269.9948931,1.4575735,-0.772795218,-0.466793636,1.916888407,0.500138,-0.217450333,0.369155544,3/9/2015,1/25/2015,Southwest Airlines,Phoenix AZ,Philadelphia PA,33.43611111,-112.0094444,39.86805556,-75.24861111,3,9,1,25
52.38340936,2.572159985,-0.914665085,0.464027178,-0.859280764,-0.499776,-0.422193867,0.095972586,4/3/2015,1/27/2015,Delta Airlines,Columbus OH,Atlanta GA,39.99111111,-82.87833333,33.64083333,-84.42722222,4,3,1,27
106.1632915,2.572159985,-0.914665085,1.627553196,-0.281361074,0.000138,-0.250783667,-0.487987313,2/8/2015,2/5/2015,Delta Airlines,Syracuse NY,Atlanta GA,43.11055556,-76.1025,33.64083333,-84.42722222,2,8,2,5
79.48741476,1.4575735,-0.20531575,0.696732382,-0.564554674,0.500138,-0.150783667,-0.337611373,3/11/2015,2/28/2015,Southwest Airlines,Albuquerque NM,San Diego CA,35.04166667,-106.6063889,32.73277778,-117.1872222,3,11,2,28
138.9715553,0.035414231,-0.96195504,-0.75767514,0.389468769,-0.499776,0.0444728,-0.355155233,4/17/2015,2/23/2015,American Airlines,Chicago IL,Fort Lauderdale FL,41.97805556,-87.90611111,26.07416667,-80.15166667,4,17,2,23
227.6599221,0.790489189,-0.228960728,-0.08864768,1.692516997,0.000138,-0.317450333,0.22128587,2/6/2015,2/2/2015,United Airlines,Indianapolis IN,San Francisco CA,39.72888889,-86.28166667,37.61888889,-122.375,2,6,2,2
60.78236631,2.572159985,-0.914665085,1.860258399,-0.858025853,0.000138,0.049216333,0.141085368,2/17/2015,12/9/2014,Delta Airlines,Panama City FL,Atlanta GA,30.35777778,-85.79888889,33.64083333,-84.42722222,2,17,12,9
56.46941979,2.572159985,-0.772795218,-0.641322538,-0.858025853,0.500138,0.182549667,0.314017699,3/21/2015,12/22/2014,Delta Airlines,Columbus OH,Philadelphia PA,39.99111111,-82.87833333,39.86805556,-75.24861111,3,21,12,22
80.19062567,0.790489189,-0.867375129,-0.466793636,-0.858025853,0.000138,-0.250783667,-0.470443454,2/8/2015,10/27/2014,United Airlines,Phoenix AZ,Los Angeles CA,33.43611111,-112.0094444,33.9425,-118.4080556,2,8,10,27
109.0546109,2.572159985,-0.914665085,1.714817647,-0.405166947,0.000138,-0.217450333,0.20374201,2/9/2015,1/20/2015,Delta Airlines,Dallas TX,Atlanta GA,32.84694444,-96.85333333,33.64083333,-84.42722222,2,9,1,20
112.7491952,2.572159985,-0.559990417,-0.990380344,-0.210075728,-0.499776,0.0444728,-0.192247965,4/17/2015,2/16/2015,Delta Airlines,Los Angeles CA,Portland OR,33.9425,-118.4080556,45.58916667,-122.595,4,17,2,16
54.76681872,2.572159985,-0.772795218,-0.699498839,-0.859280764,-0.499776,-0.122193867,0.161135494,4/12/2015,3/9/2015,Delta Airlines,Detroit MI,Philadelphia PA,42.21666667,-83.34444444,39.86805556,-75.24861111,4,12,3,9
131.7486308,1.4575735,-0.796440196,-1.077644795,0.356894367,0.500138,-0.284117,-0.382724155,3/7/2015,10/23/2014,Southwest Airlines,Fort Lauderdale FL,Buffalo NY,26.07416667,-80.15166667,42.94111111,-78.73638889,3,7,10,23
85.75114037,1.4575735,-0.323540639,1.016702037,-0.859280764,-0.499776,-0.2555272,0.171160556,4/8/2015,3/18/2015,Southwest Airlines,Ontario CA,Las Vegas NV,34.05611111,-117.6011111,36.08,-115.1522222,4,8,3,18
183.7650575,0.790489189,-0.228960728,0.696732382,0.943747392,-0.499776,-0.4555272,-0.016809368,4/2/2015,2/25/2015,United Airlines,Austin TX,San Francisco CA,30.19444444,-97.67,37.61888889,-122.375,4,2,2,25
327.4807571,2.572159985,-0.74915024,-0.75767514,2.886475298,0.000138,-0.084117,-0.360167764,2/13/2015,12/17/2014,Delta Airlines,Kahului HI,Seattle WA,20.90055556,-156.4336111,47.44722222,-122.3055556,2,13,12,17
69.40825936,0.790489189,-0.441765528,0.114969373,-0.858025853,0.000138,-0.184117,-0.335105108,2/10/2015,12/24/2014,United Airlines,Chicago IL,St. Louis MO,41.97805556,-87.90611111,38.74722222,-90.36444444,2,10,12,24
280.4207859,2.572159985,-0.867375129,-0.75767514,2.621805217,0.000138,0.282549667,0.484443764,2/24/2015,1/23/2015,Delta Airlines,Kahului HI,Los Angeles CA,20.90055556,-156.4336111,33.9425,-118.4080556,2,24,1,23
82.34709893,0.035414231,-0.820085173,1.22031909,-0.858025853,0.500138,-0.250783667,-0.202273028,3/8/2015,1/13/2015,American Airlines,Miami FL,Orlando FL,25.7925,-80.28611111,28.43166667,-81.32472222,3,8,1,13
52.15647326,2.572159985,-0.914665085,-0.903115892,-0.858025853,0.000138,0.282549667,-0.435355734,2/24/2015,10/30/2014,Delta Airlines,Orlando FL,Atlanta GA,28.43166667,-81.32472222,33.64083333,-84.42722222,2,24,10,30
99.33658289,2.572159985,-0.914665085,-0.786763291,-0.388468107,0.500138,-0.117450333,-0.259917138,3/12/2015,11/30/2014,Delta Airlines,Dallas/Fort Worth TX,Atlanta GA,32.89444444,-97.02972222,33.64083333,-84.42722222,3,12,11,30
129.4330607,2.572159985,-0.559990417,-0.990380344,-0.210075728,-0.499776,-0.488860533,-0.039365759,4/1/2015,3/15/2015,Delta Airlines,Los Angeles CA,Portland OR,33.9425,-118.4080556,45.58916667,-122.595,4,1,3,15
132.6927161,0.035414231,-0.725505262,-0.292264733,0.168703746,0.000138,0.215883,0.421787123,2/22/2015,1/17/2015,American Airlines,Las Vegas NV,Dallas/Fort Worth TX,36.08,-115.1522222,32.89444444,-97.02972222,2,22,1,17
90.51795909,2.572159985,-0.441765528,-0.874027742,-0.859280764,-0.499776,0.177806133,-0.342623905,4/21/2015,2/14/2015,Delta Airlines,Minneapolis MN,St. Louis MO,44.88611111,-93.21777778,38.74722222,-90.36444444,4,21,2,14
83.36773101,2.572159985,-0.654570329,-0.292264733,-0.859280764,-0.499776,0.111139467,0.48695003,4/19/2015,4/7/2015,Delta Airlines,St. Louis MO,Detroit MI,38.74722222,-90.36444444,42.21666667,-83.34444444,4,19,4,7
97.04822438,2.572159985,-0.914665085,0.987613886,-0.756626188,-0.499776,-0.4555272,-0.254904607,4/2/2015,2/26/2015,Delta Airlines,Norfolk VA,Atlanta GA,36.89583333,-76.20138889,33.64083333,-84.42722222,4,2,2,26
145.1289563,0.035414231,-0.891020107,-0.815851441,0.448795228,-0.499776,-0.2555272,-0.119566261,4/8/2015,2/27/2015,American Airlines,Dallas/Fort Worth TX,Baltimore MD,32.89444444,-97.02972222,39.17555556,-76.67138889,4,8,2,27
188.6490455,2.572159985,-0.465410506,-1.019468494,1.080459349,0.000138,0.049216333,-0.127085058,2/17/2015,2/14/2015,Delta Airlines,Atlanta GA,Phoenix AZ,33.64083333,-84.42722222,33.43611111,-112.0094444,2,17,2,14
90.13020441,2.572159985,-0.914665085,0.958525736,-0.453241847,-0.499776,0.211139467,-0.435355734,4/22/2015,3/1/2015,Delta Airlines,Kansas City MO,Atlanta GA,39.2975,-94.71388889,33.64083333,-84.42722222,4,22,3,1
117.4342148,2.572159985,-0.891020107,-0.05955953,-0.036859348,0.500138,-0.084117,0.201235744,3/13/2015,11/16/2014,Delta Airlines,Minneapolis MN,Baltimore MD,44.88611111,-93.21777778,39.17555556,-76.67138889,3,13,11,16
128.0277901,1.4575735,-0.347185617,0.464027178,-0.24282413,0.000138,0.215883,0.369155544,2/22/2015,10/18/2014,Southwest Airlines,Houston TX,Jacksonville FL,29.645,-95.27861111,30.48472222,-81.68777778,2,22,10,18
74.55447942,1.4575735,-0.181670772,0.58037978,-0.735556153,-0.499776,-0.488860533,-0.15465398,4/1/2015,2/3/2015,Southwest Airlines,El Paso TX,Austin TX,31.80666667,-106.3772222,30.19444444,-97.67,4,1,2,3
239.4135785,1.4575735,-0.914665085,-0.990380344,1.706131684,-0.499776,-0.188860533,0.439330982,4/10/2015,4/5/2015,Southwest Airlines,Los Angeles CA,Atlanta GA,33.9425,-118.4080556,33.64083333,-84.42722222,4,10,4,5
131.3578566,1.4575735,-0.465410506,1.336671691,0.147760588,-0.499862,0.515883,-0.447887063,1/31/2015,1/29/2015,Southwest Airlines,Kansas City MO,Phoenix AZ,39.2975,-94.71388889,33.43611111,-112.0094444,1,31,1,29
91.55709261,2.572159985,-0.654570329,1.831170249,-0.243477631,-0.499776,-0.488860533,0.088453789,4/1/2015,3/29/2015,Delta Airlines,Jacksonville FL,Detroit MI,30.48472222,-81.68777778,42.21666667,-83.34444444,4,1,3,29
58.62589305,2.572159985,-0.914665085,1.045790187,-0.858025853,0.500138,-0.350783667,0.208754541,3/5/2015,1/8/2015,Delta Airlines,Pensacola FL,Atlanta GA,30.47333333,-87.1875,33.64083333,-84.42722222,3,5,1,8
261.9665048,2.572159985,-0.654570329,0.434939028,1.723458727,-0.499776,0.177806133,-0.21229809,4/21/2015,2/2/2015,Delta Airlines,San Diego CA,Detroit MI,32.73277778,-117.1872222,42.21666667,-83.34444444,4,21,2,2
123.1222405,2.572159985,-0.53634544,-0.699498839,0.221551391,0.000138,0.015883,0.1460979,2/16/2015,1/7/2015,Delta Airlines,Detroit MI,West Palm Beach/Palm Beach FL,42.21666667,-83.34444444,26.68222222,-80.09416667,2,16,1,7
105.3495996,0.790489189,-0.820085173,0.813084983,-0.176528981,-0.499776,0.111139467,-0.041872025,4/19/2015,2/25/2015,United Airlines,Houston TX,Orlando FL,29.98333333,-95.34,28.43166667,-81.32472222,4,19,2,25
54.31294652,1.4575735,-0.441765528,0.725820532,-0.858025853,0.000138,-0.150783667,-0.500518642,2/11/2015,10/31/2014,Southwest Airlines,Nashville TN,St. Louis MO,36.12666667,-86.68194444,38.74722222,-90.36444444,2,11,10,31
110.8566185,0.790489189,-0.843730151,-0.75767514,-0.052492892,-0.499776,-0.222193867,-0.122072526,4/9/2015,1/31/2015,United Airlines,Chicago IL,Houston TX,41.97805556,-87.90611111,29.98333333,-95.34,4,9,1,31
128.9329369,0.790489189,-0.630925351,-0.466793636,-0.030603787,-0.499776,0.2444728,0.126047774,4/23/2015,1/31/2015,United Airlines,Orlando FL,Newark NJ,28.43166667,-81.32472222,40.69583333,-74.17166667,4,23,1,31
54.31294652,2.572159985,-0.796440196,-0.699498839,-0.858025853,-0.499862,0.149216333,-0.064428416,1/20/2015,12/26/2014,Delta Airlines,Detroit MI,Buffalo NY,42.21666667,-83.34444444,42.94111111,-78.73638889,1,20,12,26
60.78236631,1.4575735,-0.323540639,0.347674576,-0.858025853,0.500138,-0.017450333,0.409255794,3/15/2015,2/10/2015,Southwest Airlines,Salt Lake City UT,Las Vegas NV,40.78416667,-111.9669444,36.08,-115.1522222,3,15,2,10
141.4723763,2.572159985,-0.394475573,-0.699498839,0.441786613,0.000138,-0.117450333,-0.076959744,2/12/2015,11/3/2014,Delta Airlines,Detroit MI,San Antonio TX,42.21666667,-83.34444444,29.53333333,-98.46944444,2,12,11,3
114.4334289,0.035414231,-0.725505262,0.027704922,-0.050106115,0.500138,-0.417450333,-0.074453479,3/3/2015,10/28/2014,American Airlines,Tampa FL,Dallas/Fort Worth TX,27.97305556,-82.53527778,32.89444444,-97.02972222,3,3,10,28
198.2244685,0.790489189,-0.843730151,-0.175912131,1.163024502,0.500138,-0.350783667,0.213767073,3/5/2015,2/21/2015,United Airlines,San Francisco CA,Houston TX,37.61888889,-122.375,29.98333333,-95.34,3,5,2,21
